,MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN,HIGH,LOW,CMP,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK,ForDate
388,N,EQ,CENTENKA,CENTURY ENKA LTD,       209.20,       211.00,       225.90,       211.00,       219.25,                 49241249.85,223210,N, ,5502,       226.50,        94.50,2021-01-08
389,N,EQ,CENTRALBK,CENTRAL BANK OF INDIA,        14.05,        14.15,        14.25,        13.95,        14.00,                 87232290.45,6179497,N, ,5750,        22.40,        10.10,2021-01-08
390,N,EQ,CENTRUM,CENTRUM CAPITAL LIMITED,        17.65,        18.20,        19.50,        17.60,        18.85,                 48171485.35,2583323,N, ,4166,        29.40,         7.75,2021-01-08
391,N,EQ,CENTUM,CENTUM ELECTRONICS LTD,       451.30,       451.00,       473.00,       442.90,       467.70,                 18884034.65,40798,N, ,1914,       495.00,       175.40,2021-01-08
392,N,EQ,CENTURYPLY,CENTURY PLYBOARDS (I) LTD,       245.45,       250.50,       258.45,       245.00,       247.15,                208596244.45,827531,N, ,16513,       258.45,        95.15,2021-01-08
393,N,EQ,CENTURYTEX,CENTURY TEXTILES LTD,       416.95,       420.45,       424.45,       414.30,       416.20,                404191823.30,962920,N, ,15827,       656.90,       218.60,2021-01-08
394,N,EQ,CERA,CERA SANITARYWARE LTD,      3535.35,      3536.00,      3595.00,      3503.55,      3546.95,                 41586472.20,11745,N, ,2388,      3599.00,      1986.00,2021-01-08
395,N,EQ,CEREBRAINT,CEREBRA INT TECH LTD,        34.85,        35.70,        36.70,        34.75,        36.30,                  5625164.45,156969,N, ,660,        37.70,        25.55,2021-01-08
396,N,EQ,CESC,CESC LTD,       622.50,       625.00,       628.95,       621.00,       623.15,                193562950.05,309766,N, ,14797,       783.55,       365.25,2021-01-08
397,N,EQ,CESCVENT,CESC VENTURES LIMITED,       316.00,       314.55,       320.70,       314.55,       317.30,                 13619041.75,42856,N, ,1500,       389.95,       109.00,2021-01-08
398,N,EQ,CGCL,CAPRI GLOBAL CAPITAL LTD,       315.60,       317.00,       341.00,       315.20,       339.00,                 70935175.60,214543,N, ,9086,       341.00,       115.15,2021-01-08
399,N,EQ,CGPOWER,CG POWER AND IND SOL LTD,        43.10,        43.50,        44.45,        42.75,        42.85,                118596737.20,2725919,N, ,9032,        52.50,         4.75,2021-01-08
400,N,EQ,CHALET,CHALET HOTELS LIMITED,       185.15,       186.35,       189.00,       182.00,       182.90,                 58679293.45,317345,N, ,8014,       379.95,        99.60,2021-01-08
401,N,EQ,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,       240.85,       244.00,       245.70,       238.60,       240.00,                148103505.80,612570,N, ,9887,       247.90,        93.80,2021-01-08
402,N,EQ,CHEMBOND,CHEMBOND CHEMICALS LTD,       179.35,       184.00,       184.00,       177.00,       178.45,                  1918040.40,10648,N, ,485,       249.90,       120.00,2021-01-08
403,N,EQ,CHEMCON,CHEMCON SPECIAL CHEM LTD,       473.00,       473.90,       488.00,       472.15,       474.40,                180350650.70,375619,N, ,12193,       731.25,       398.00,2021-01-08
404,N,EQ,CHEMFAB,CHEMFAB ALKALIS LIMITED,       149.40,       151.80,       152.95,       147.75,       148.75,                  1212418.80,8057,N, ,258,       221.75,        91.00,2021-01-08
405,N,EQ,CHENNPETRO,CHENNAI PETROLEUM CORP LT,       109.85,       110.30,       112.45,       110.30,       110.85,                 83130775.75,745292,N, ,5740,       164.00,        47.60,2021-01-08
406,N,EQ,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,       431.35,       435.05,       437.45,       427.70,       431.80,               1446364899.15,3344933,N, ,48756,       446.55,       117.40,2021-01-08
407,N,EQ,CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,       580.60,       593.70,       595.00,       570.55,       577.65,                155837031.60,266781,N, ,4583,       597.50,       222.35,2021-01-08
408,N,EQ,CIGNITITEC,CIGNITI TECHNOLOGIES LTD,       384.30,       388.90,       394.80,       386.00,       388.90,                 21434913.25,55028,N, ,1926,       504.90,       178.80,2021-01-08
409,N,EQ,CINELINE,CINELINE INDIA LIMITED,        41.25,        41.25,        43.60,        41.05,        41.30,                 10810923.65,255329,N, ,1756,        46.00,        16.35,2021-01-08
410,N,EQ,CINEVISTA,CINEVISTA LIMITED,         7.25,         7.10,         7.20,         6.95,         6.95,                   223964.75,31920,N, ,98,         8.60,         3.70,2021-01-08
412,N,EQ,CLEDUCATE,CL EDUCATE LIMITED,        76.10,        82.90,        83.70,        78.00,        79.25,                 17570040.85,216446,N, ,3837,        83.70,        28.20,2021-01-08
413,N,EQ,CLNINDIA,CLARIANT CHEMICALS (INDIA,       374.30,       375.00,       377.60,       371.00,       373.00,                 10755043.70,28653,N, ,1187,       608.00,       183.25,2021-01-08
415,N,EQ,COCHINSHIP,COCHIN SHIPYARD LIMITED,       385.15,       388.00,       395.60,       387.05,       391.45,                262588127.90,668703,N, ,12778,       491.70,       209.10,2021-01-08
416,N,EQ,COFORGE,COFORGE LIMITED,      2740.80,      2776.50,      2825.00,      2745.00,      2804.20,               1391744960.30,498550,N, ,27195,      2909.55,       735.35,2021-01-08
417,N,EQ,COMPINFO,COMPUAGE INFOCOM LTD,        16.90,        17.20,        17.85,        16.80,        17.00,                 10945311.70,637345,N, ,1360,        21.00,         7.50,2021-01-08
418,N,EQ,CONFIPET,CONFIDENCE PETRO IND LTD.,        39.40,        39.80,        41.15,        39.25,        39.55,                 43676653.25,1083930,N, ,4142,        43.00,        12.20,2021-01-08
419,N,EQ,CONSOFINVT,CONSO. FIN. & HOLD. LTD.,        45.30,        48.85,        48.85,        45.25,        45.45,                   370158.95,8091,N, ,56,        50.40,        17.25,2021-01-08
421,N,EQ,CONTROLPR,CONTROL PRINT LIMITED,       248.10,       251.65,       251.70,       244.05,       246.25,                  2760556.20,11163,N, ,406,       301.00,       145.10,2021-01-08
422,N,EQ,CORALFINAC,CORAL INDIA FIN & HOUS LT,        23.45,        23.80,        23.85,        23.00,        23.20,                   395627.60,16977,N, ,208,        34.75,         9.25,2021-01-08
423,N,EQ,CORDSCABLE,CORDS CABLE INDUS LTD.,        48.65,        49.00,        51.50,        48.10,        50.70,                 27469942.90,542424,N, ,3383,        57.85,        22.40,2021-01-08
424,N,EQ,COROMANDEL,COROMANDEL INTERNTL. LTD,       812.80,       815.95,       822.00,       810.00,       817.30,                365869025.50,448087,N, ,16755,       880.90,       443.20,2021-01-08
425,N,EQ,COSMOFILMS,COSMO FILMS LTD,       452.85,       455.00,       458.00,       448.15,       449.45,                 18221180.70,40316,N, ,1626,       491.40,       185.60,2021-01-08
426,N,EQ,CREATIVE,CREATIVE PERI & DIST LTD.,       114.40,       116.95,       116.95,       111.95,       114.00,                 10944923.10,95825,N, ,546,       151.00,        67.55,2021-01-08
427,N,EQ,CREATIVEYE,CREATIVE EYE LIMITED,         3.95,         4.10,         4.10,         3.85,         4.00,                   268385.65,66758,N, ,121,         4.60,         1.20,2021-01-08
428,N,EQ,CREDITACC,CREDITACCESS GRAMEEN LTD,       779.15,       785.05,       802.00,       780.10,       799.90,                152209653.30,191115,N, ,11207,      1000.00,       305.20,2021-01-08
429,N,EQ,CREST,CREST VENTURES LIMITED,       104.85,       106.80,       106.80,       102.45,       103.05,                  1500522.50,14330,N, ,467,       118.70,        44.05,2021-01-08
430,N,EQ,CRISIL,CRISIL LTD,      1946.35,      1964.00,      1972.00,      1940.00,      1956.35,                 37332203.30,19095,N, ,3382,      2124.00,      1052.70,2021-01-08
431,N,EQ,CROMPTON,CROMPT GREA CON ELEC LTD,       395.05,       399.90,       405.40,       390.85,       400.15,                754125335.20,1882075,N, ,63099,       405.40,       177.30,2021-01-08
432,N,EQ,CSBBANK,CSB BANK LIMITED,       237.85,       239.45,       240.00,       234.10,       235.35,                126945265.95,534867,N, ,8027,       268.40,        95.60,2021-01-08
433,N,EQ,CTE,CAMBRIDGE TECH ENTER LTD,        50.85,        50.00,        53.00,        50.00,        52.25,                  1127374.85,21801,N, ,249,        53.00,        11.50,2021-01-08
434,N,EQ,CUB,CITY UNION BANK LTD,       184.95,       185.45,       187.65,       182.30,       184.70,                555465467.10,3000359,N, ,36728,       249.35,       110.00,2021-01-08
435,N,EQ,CUMMINSIND,CUMMINS INDIA LTD,       643.30,       647.80,       648.00,       626.00,       635.00,               1169367563.25,1843346,N, ,42300,       652.80,       280.00,2021-01-08
436,N,EQ,CUPID,CUPID LIMITED,       239.20,       240.90,       244.00,       237.75,       238.75,                 12642069.50,52464,N, ,1819,       296.75,       120.00,2021-01-08
437,N,EQ,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,         3.30,         3.45,         3.45,         3.45,         3.45,                      172.50,50,N, ,1,         8.75,         2.30,2021-01-08
438,N,EQ,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,       143.65,       143.50,       150.00,       142.20,       145.40,                 59867566.65,407684,N, ,6671,       182.45,        22.10,2021-01-08
439,N,EQ,CYIENT,CYIENT LIMITED,       535.20,       535.00,       544.00,       530.65,       535.20,                185481146.70,344400,N, ,14299,       562.75,       184.00,2021-01-08
440,N,EQ,DAAWAT,LT FOODS LIMITED,        57.65,        58.00,        58.40,        57.15,        57.30,                 58661950.40,1016633,N, ,5180,        63.30,        13.00,2021-01-08
441,N,EQ,DALBHARAT,DALMIA BHARAT LIMITED,      1168.35,      1177.80,      1229.80,      1170.05,      1204.05,                474163472.90,391647,N, ,21903,      1229.80,       402.70,2021-01-08
442,N,EQ,DALMIASUG,DALMIA BHARAT SUG IN LTD,       142.80,       145.25,       146.90,       141.50,       142.45,                 23492554.05,164235,N, ,1971,       158.90,        39.75,2021-01-08
443,N,EQ,DAMODARIND,DAMODAR INDUSTRIES LTD,        37.00,        37.05,        41.80,        36.05,        40.80,                  9175240.25,229891,N, ,2060,        41.80,        15.00,2021-01-08
444,N,EQ,DANGEE,DANGEE DUMS LIMITED,       127.40,       127.50,       131.30,       125.00,       128.20,                  1858433.95,14583,N, ,113,       174.75,       107.05,2021-01-08
445,N,EQ,DATAMATICS,DATAMATICS GLOBAL SER LTD,       122.90,       126.00,       128.70,       123.25,       124.65,                 46488478.60,370187,N, ,6962,       131.20,        27.40,2021-01-08
446,N,EQ,DBCORP,D.B.CORP LTD,        84.65,        85.05,        86.65,        84.00,        84.35,                 30311953.70,354883,N, ,3021,       150.80,        58.00,2021-01-08
447,N,EQ,DBL,DILIP BUILDCON LIMITED,       417.20,       420.00,       428.80,       406.20,       411.00,                209745273.60,499993,N, ,11719,       442.00,       190.00,2021-01-08
448,N,EQ,DBSTOCKBRO,DB (INT) STOCK BROKERS,        10.75,        10.50,        11.00,        10.25,        10.35,                   151406.35,14430,N, ,77,        12.45,         6.65,2021-01-08
449,N,EQ,DCAL,DISHMAN CARBO AMCIS LTD,       142.95,       142.95,       147.65,       141.50,       142.35,                 84850878.00,585768,N, ,7350,       216.80,        46.05,2021-01-08
450,N,EQ,DCBBANK,DCB BANK LIMITED,       122.60,       124.10,       124.55,       120.00,       120.85,                175262564.75,1433589,N, ,14408,       204.50,        58.00,2021-01-08
451,N,EQ,DCMFINSERV,DCM FINANCIAL SERVICES LT,         1.95,         1.95,         2.00,         1.90,         2.00,                    42313.20,21435,N, ,47,         2.00,          .40,2021-01-08
452,N,EQ,DCMSHRIRAM,DCM SHRIRAM LIMITED,       388.40,       390.00,       394.30,       385.05,       388.50,                 24089824.15,61693,N, ,2229,       445.10,       172.60,2021-01-08
453,N,EQ,DCW,DCW LTD,        19.00,        19.20,        19.25,        18.60,        18.70,                 12428928.55,656864,N, ,1225,        21.65,         6.55,2021-01-08
454,N,EQ,DECCANCE,DECCAN CEMENTS LIMITED,       380.30,       382.40,       385.90,       373.05,       376.60,                 28375907.70,74359,N, ,2561,       396.00,       161.00,2021-01-08
455,N,EQ,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,       158.30,       161.00,       169.00,       160.80,       165.85,                420490399.95,2521040,N, ,32657,       193.00,        57.15,2021-01-08
456,N,EQ,DEEPAKNTR,DEEPAK NITRITE LTD,      1059.50,      1086.00,      1086.00,      1040.10,      1054.65,                693509302.60,655421,N, ,29828,      1086.00,       310.00,2021-01-08
457,N,EQ,DEEPENR,DEEP ENE RESOURCES LTD,        44.65,        45.85,        45.95,        44.65,        44.90,                  1399776.60,31062,N, ,453,       130.00,        38.95,2021-01-08
458,N,EQ,DELTACORP,DELTA CORP LIMITED,       154.50,       155.50,       157.05,       152.25,       153.90,                261810744.50,1691920,N, ,14213,       208.00,        53.80,2021-01-08
459,N,EQ,DEN,DEN NETWORKS LTD,        66.05,        66.45,        67.75,        66.25,        66.95,                 51302530.25,764994,N, ,4575,       115.05,        25.50,2021-01-08
460,N,EQ,DENORA,DE NORA INDIA LIMITED,       278.70,       279.85,       279.85,       270.00,       271.30,                  2056234.25,7485,N, ,484,       298.70,       110.30,2021-01-08
461,N,EQ,DFMFOODS,DFM FOODS LIMITED,       405.65,       409.60,       409.60,       402.00,       403.65,                  7819357.75,19326,N, ,1077,       444.00,       154.00,2021-01-08
462,N,EQ,DGCONTENT,DIGICONTENT LIMITED,        15.95,        16.70,        16.70,        15.20,        15.55,                   608097.50,37874,N, ,306,        17.25,         3.65,2021-01-08
463,N,EQ,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,       172.40,       174.70,       175.90,       170.30,       170.95,                 56693460.95,327911,N, ,4251,       244.00,        65.55,2021-01-08
464,N,EQ,DHANBANK,DHANLAXMI BANK LIMITED,        14.15,        14.40,        14.45,        14.00,        14.10,                 14424195.80,1012850,N, ,2269,        17.90,         7.15,2021-01-08
465,N,EQ,DHANI,DHANI SERVICES LIMITED,       339.55,       350.00,       378.00,       335.00,       362.45,               2277913239.60,6374532,N, ,74104,       378.00,        63.50,2021-01-08
467,N,EQ,DHANUKA,DHANUKA AGRITECH LTD,       799.20,       799.50,       810.00,       780.00,       792.40,                 89258409.25,111997,N, ,6625,       935.70,       275.00,2021-01-08
468,N,EQ,DHFL,DEWAN HOUSING FIN CORP LT,        25.75,        24.50,        25.20,        24.50,        24.50,                100878613.30,4113474,N, ,7084,        42.85,         8.35,2021-01-08
469,N,EQ,DHUNINV,DHUNSERI INVESTMENTS LTD,       265.30,       265.05,       270.00,       260.60,       264.45,                   727200.00,2727,N, ,162,       277.90,       105.50,2021-01-08
470,N,EQ,DIAMONDYD,PRATAAP SNACKS LIMITED,       658.10,       661.05,       669.50,       659.00,       666.20,                  1617748.15,2441,N, ,335,       869.00,       435.10,2021-01-08
471,N,EQ,DICIND,DIC INDIA LIMITED,       403.80,       403.85,       413.00,       401.10,       404.45,                  2329439.10,5721,N, ,350,       443.00,       235.20,2021-01-08
472,N,EQ,DISHTV,DISH TV INDIA LTD.,        12.80,        12.95,        13.50,        12.60,        12.80,                532851622.50,40631645,N, ,28986,        16.25,         3.90,2021-01-08
473,N,EQ,DIXON,DIXON TECHNO (INDIA) LTD,     15652.70,     16144.00,     16786.00,     14955.00,     15369.05,               2776400650.50,173583,N, ,71995,     16786.00,      2990.60,2021-01-08
474,N,EQ,DLINKINDIA,D-LINK INDIA LTD,       114.60,       115.45,       116.90,       114.60,       114.90,                 20692824.20,179139,N, ,2419,       136.00,        49.10,2021-01-08
475,N,EQ,DOLAT,DOLAT INVESTMENTS LTD,        59.45,        60.20,        60.90,        59.00,        59.60,                 12359389.60,207079,N, ,1715,        64.40,        27.30,2021-01-08
476,N,EQ,DOLLAR,DOLLAR INDUSTRIES LIMITED,       233.20,       234.80,       239.00,       231.10,       233.60,                 33659527.90,142588,N, ,4440,       255.50,        96.10,2021-01-08
477,N,EQ,DONEAR,DONEAR IND. LIMITED,        38.50,        39.20,        39.55,        37.00,        37.40,                  6793177.80,178206,N, ,1437,        41.75,        18.25,2021-01-08
478,N,EQ,DPABHUSHAN,D. P. ABHUSHAN LIMITED,        94.45,        94.80,        96.05,        91.50,        92.55,                   691960.30,7394,N, ,115,       134.50,        70.05,2021-01-08
479,N,EQ,DPSCLTD,DPSC LIMITED,        16.15,        16.15,        16.50,        15.10,        15.65,                  4676373.80,297383,N, ,1326,        17.80,         4.40,2021-01-08
480,N,EQ,DPWIRES,D P WIRES LIMITED,        86.90,        86.95,        92.90,        85.15,        89.90,                   727211.60,8203,N, ,287,        98.00,        41.15,2021-01-08
481,N,EQ,DREDGECORP,DREDGING CORP OF INDIA,       320.85,       322.80,       340.80,       321.80,       327.75,                218940399.75,660942,N, ,14554,       361.00,       121.00,2021-01-08
484,N,EQ,DSSL,DYNACONS SYS & SOLN LTD,        69.45,        72.00,        72.00,        68.00,        69.95,                  5350987.95,76176,N, ,1150,        85.50,        13.10,2021-01-08
485,N,EQ,DTIL,DHUNSERI TEA & IND. LTD.,       261.60,       264.35,       264.35,       252.50,       257.25,                  1727510.70,6617,N, ,388,       305.90,        90.00,2021-01-08
486,N,EQ,DVL,DHUNSERI VENTURES LIMITED,        73.55,        75.00,        75.00,        71.10,        72.25,                  1255867.80,17199,N, ,253,        83.60,        41.85,2021-01-08
487,N,EQ,DWARKESH,DWARIKESH SUGAR IND LTD,        32.15,        32.70,        33.15,        31.60,        31.80,                 33933309.95,1051712,N, ,2776,        42.00,        13.35,2021-01-08
488,N,EQ,DYNAMATECH,DYNAMATIC TECHNOLOGIES,       817.65,       824.95,       828.00,       804.95,       808.25,                  9791536.15,12025,N, ,850,      1285.00,       436.45,2021-01-08
489,N,EQ,DYNPRO,DYNEMIC PRODUCTS LIMITED,       278.15,       280.25,       300.45,       270.50,       277.30,                 97535647.55,340081,N, ,10019,       300.45,        81.00,2021-01-08
491,G,EQ,EASTERN SILK INDUSTRIES L,EASTERN SILK INDUSTRIES L,         1.50,         1.55,         1.55,         1.55,         1.55,                    24238.90,15638,N, ,23,         1.55,          .65,2021-01-08
492,N,EQ,EBIXFOREX,EBIXCASH WRLD MONEY IND,       509.85,       514.50,       514.50,       505.10,       510.00,                   484545.30,952,N, ,77,       559.00,       296.05,2021-01-08
493,N,EQ,ECLERX,ECLERX SERVICES LTD,       901.35,       907.40,       922.00,       903.05,       914.75,                 74793944.00,81999,N, ,3594,       933.70,       320.00,2021-01-08
494,N,EQ,EDELWEISS,EDELWEISS FIN SERV LTD,        70.55,        71.30,        71.40,        70.30,        70.55,                 68134285.50,964061,N, ,14148,       119.90,        30.15,2021-01-08
495,N,EQ,EIDPARRY,EID PARRY INDIA LTD,       331.65,       334.65,       336.60,       330.00,       331.90,                 73410858.95,220563,N, ,7549,       366.00,       102.15,2021-01-08
497,N,EQ,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,       284.15,       283.10,       312.40,       283.05,       289.50,                 11004187.25,37163,N, ,1608,       343.80,       151.10,2021-01-08
498,N,EQ,EIHOTEL,EIH LIMITED,        97.55,        97.70,        99.55,        97.00,        97.95,                 88563428.90,900807,N, ,7048,       153.00,        54.75,2021-01-08
499,N,EQ,EIMCOELECO,EIMCO ELECON (INDIA) LTD,       377.00,       383.30,       385.00,       370.05,       372.30,                  1235240.60,3271,N, ,531,       413.50,       186.00,2021-01-08
500,N,EQ,EKC,EVEREST KANTO CYLINDERLTD,        58.00,        58.80,        60.90,        56.25,        59.15,                104603288.95,1742348,N, ,5662,        60.90,         9.85,2021-01-08
501,N,EQ,ELECON,ELECON ENG. CO. LTD,        52.85,        53.85,        53.85,        49.75,        50.10,                 39184049.75,771074,N, ,7803,        56.75,        16.20,2021-01-08
502,N,EQ,ELECTCAST,ELECTROSTEEL CASTINGS LTD,        22.95,        23.25,        23.60,        22.60,        22.90,                 20004330.10,869281,N, ,2134,        27.00,         8.00,2021-01-08
503,N,EQ,ELECTHERM,ELECTROTHERM (I) LTD.,       123.00,       124.75,       136.00,       122.45,       126.70,                 21573546.70,165420,N, ,3050,       169.80,        75.95,2021-01-08
504,N,EQ,ELGIEQUIP,ELGI EQUIPMENTS LTD,       159.25,       159.35,       184.00,       159.35,       179.40,                545501181.25,3101365,N, ,34073,       274.70,       101.20,2021-01-08
505,N,EQ,ELGIRUBCO,ELGI RUBBER CO. LTD,        23.35,        23.35,        25.95,        23.30,        24.80,                  4727516.20,189541,N, ,677,        26.50,         9.30,2021-01-08
506,N,EQ,EMAMILTD,EMAMI LIMITED,       451.55,       453.00,       459.90,       448.05,       456.70,                412267446.10,912333,N, ,29178,       462.40,       130.95,2021-01-08
507,N,EQ,EMAMIPAP,EMAMI PAPER MILLS LIMITED,       105.10,       105.60,       106.00,       101.00,       103.15,                  2049446.45,19671,N, ,417,       154.60,        48.10,2021-01-08
508,N,EQ,EMAMIREAL,EMAMI REALTY LIMITED,        62.30,        65.40,        65.40,        63.50,        65.40,                  6400497.35,97990,N, ,348,        80.05,        22.50,2021-01-08
510,N,EQ,EMKAY,EMKAY GLOBAL FIN SERV LTD,        74.80,        76.00,        76.05,        71.00,        72.40,                  6773884.90,92254,N, ,824,        84.00,        23.75,2021-01-08
511,N,EQ,EMMBI,EMMBI INDUSTRIES LIMITED,        82.95,        85.00,        85.00,        82.25,        82.45,                  1839882.45,22099,N, ,450,       139.90,        40.00,2021-01-08
512,N,EQ,ENDURANCE,ENDURANCE TECHNO. LTD.,      1443.40,      1436.10,      1453.15,      1392.00,      1411.65,                314816444.95,222329,N, ,23911,      1465.00,       564.50,2021-01-08
513,N,EQ,ENERGYDEV,ENERGY DEVE. CO.LTD,        11.90,        12.20,        12.45,        12.00,        12.45,                  2408988.80,194990,N, ,557,        12.45,         3.25,2021-01-08
514,N,EQ,ENGINERSIN,ENGINEERS INDIA LTD,        78.80,        79.70,        80.95,        79.00,        80.05,                457131619.80,5712095,N, ,23789,       105.00,        49.20,2021-01-08
515,N,EQ,ENIL,ENTERTAIN NET. IND. LTD.,       173.80,       174.05,       178.00,       169.55,       171.25,                 29503240.30,169002,N, ,1981,       282.20,        98.00,2021-01-08
516,N,EQ,EPL,EPL LIMITED,       257.50,       260.00,       285.00,       258.45,       274.45,                430624630.35,1561668,N, ,27484,       318.60,       130.05,2021-01-08
517,N,EQ,EQUITAS,EQUITAS HOLDINGS LIMITED,        73.15,        73.80,        77.65,        73.00,        74.60,                535963618.40,7083164,N, ,38819,       120.70,        32.50,2021-01-08
518,N,EQ,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,        39.90,        40.30,        40.50,        39.10,        39.45,                 84849962.90,2127779,N, ,7435,        42.35,        30.05,2021-01-08
519,N,EQ,ERIS,ERIS LIFESCIENCES LIMITED,       612.50,       614.00,       624.00,       610.45,       619.45,                109134173.55,176443,N, ,12054,       627.00,       321.00,2021-01-08
520,N,EQ,EROSMEDIA,EROS INTL MEDIA LTD,        23.75,        24.15,        24.15,        23.20,        23.35,                  4254994.85,180470,N, ,722,        30.25,         7.00,2021-01-08
521,N,EQ,ESABINDIA,ESAB INDIA LTD,      1831.45,      1833.05,      1855.00,      1752.60,      1774.25,                 44456560.50,24637,N, ,1975,      1975.00,       867.90,2021-01-08
522,N,EQ,ESCORTS,ESCORTS INDIA LTD,      1317.10,      1328.00,      1355.00,      1320.00,      1349.00,               3238081324.65,2413770,N, ,66296,      1452.65,       526.05,2021-01-08
523,N,EQ,ESSARSHPNG,ESSAR SHIPPING LTD,         9.95,         9.85,        10.10,         9.70,        10.00,                   636874.60,64254,N, ,284,        12.75,         4.55,2021-01-08
524,N,EQ,ESTER,ESTER INDUSTRIES LTD,       126.80,       127.80,       128.75,       122.75,       123.90,                 35521867.45,282707,N, ,5409,       137.00,        22.35,2021-01-08
525,G,EQ,EUROTEX INDUSTRIES LTD,EUROTEX INDUSTRIES LTD,         8.60,         8.50,         8.50,         8.20,         8.20,                    11737.00,1402,N, ,9,        11.45,         6.05,2021-01-08
526,N,EQ,EVEREADY,EVEREADY INDS. IND.  LTD.,       207.00,       208.70,       211.60,       203.00,       204.10,                 54593545.95,263483,N, ,4976,       219.50,        52.40,2021-01-08
527,N,EQ,EVERESTIND,EVEREST INDUSTRIES LTD,       331.70,       334.30,       339.95,       330.00,       334.70,                 11965809.45,35664,N, ,1369,       349.00,       117.20,2021-01-08
528,N,EQ,EXCELINDUS,EXCEL INDUSTRIES LTD,       917.45,       924.00,       934.00,       895.15,       900.80,                 31056433.60,34103,N, ,3519,      1024.00,       375.50,2021-01-08
529,N,EQ,EXIDEIND,EXIDE INDUSTRIES LTD,       197.05,       199.00,       201.80,       196.00,       198.35,               1024947648.00,5154775,N, ,37453,       208.25,       124.70,2021-01-08
530,N,EQ,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,       552.20,       557.90,       564.00,       544.00,       550.30,                  8265320.65,14946,N, ,1355,       642.40,       112.60,2021-01-08
531,N,EQ,FACT,FACT LTD,        63.35,        66.00,        76.00,        65.35,        76.00,                489896843.15,6716816,N, ,27871,        76.00,        20.50,2021-01-08
532,N,EQ,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,       659.45,       684.90,       694.00,       620.10,       624.75,                 42411072.40,65504,N, ,1398,       694.00,       620.10,2021-01-08
533,N,EQ,FCL,FINEOTEX CHEMICAL LIMITED,        62.65,        63.85,        63.85,        60.30,        61.00,                 31012310.15,502823,N, ,3947,        69.90,        12.45,2021-01-08
534,N,EQ,FCONSUMER,FUTURE CONSUMER LIMITED,         8.20,         8.30,         8.35,         8.20,         8.25,                 30077511.35,3646946,N, ,7651,        26.40,         5.75,2021-01-08
535,N,EQ,FDC,FDC LIMITED,       329.75,       330.05,       332.80,       328.00,       328.90,                 38593218.65,116725,N, ,2809,       379.00,       175.00,2021-01-08
536,N,EQ,FEDERALBNK,FEDERAL BANK LTD,        75.65,        76.40,        76.80,        75.40,        75.75,               1917555835.60,25199203,N, ,45624,        96.95,        35.70,2021-01-08
537,N,EQ,FEL,FUTURE ENTERPRISES LTD,        11.15,        11.20,        11.35,        11.15,        11.25,                  9001459.95,800174,N, ,1248,        27.00,         7.55,2021-01-08
538,N,EQ,FELDVR,FUTURE ENTERPRISES LTD,        13.65,        13.40,        13.90,        13.40,        13.70,                   626314.00,45874,N, ,189,        27.50,         8.25,2021-01-08
540,N,EQ,FIEMIND,FIEM INDUSTRIES LIMITED,       558.60,       569.60,       604.70,       568.85,       594.50,                113901350.75,192392,N, ,9886,       683.20,       203.30,2021-01-08
541,N,EQ,FILATEX,FILATEX INDIA LTD,        68.50,        70.00,        70.80,        65.25,        66.60,                118202381.10,1738657,N, ,6025,        72.00,        15.05,2021-01-08
542,N,EQ,FINCABLES,FINOLEX CABLES LTD,       401.30,       414.00,       426.35,       391.00,       421.05,                642027097.00,1551064,N, ,47411,       429.95,       162.40,2021-01-08
543,N,EQ,FINEORG,FINE ORGANIC IND. LTD.,      2561.85,      2551.15,      2599.00,      2540.00,      2571.80,                169139029.35,65941,N, ,6418,      3260.00,      1521.70,2021-01-08
544,N,EQ,FINPIPE,FINOLEX INDUSTRIES LTD,       651.10,       654.00,       673.50,       646.05,       663.90,                 98386031.40,148244,N, ,6302,       673.50,       289.95,2021-01-08
545,N,EQ,FLFL,FUT LIFESTYLE FASH LTD,        83.00,        83.95,        84.90,        83.00,        84.20,                 18496402.85,220802,N, ,1285,       424.95,        67.25,2021-01-08
546,N,EQ,FLUOROCHEM,GUJARAT FLUOROCHEM LTD,       621.35,       629.95,       630.00,       616.00,       621.45,                 48197734.30,77350,N, ,3589,       650.00,       217.35,2021-01-08
547,N,EQ,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,       314.75,       314.70,       318.00,       311.00,       315.60,                  3387426.00,10735,N, ,303,       663.95,       238.30,2021-01-08
548,N,EQ,FMNL,FUTURE MKT NETWORKS LTD,        17.75,        18.20,        18.30,        17.55,        17.70,                   898794.20,50273,N, ,249,        32.80,         8.50,2021-01-08
