,MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN,HIGH,LOW,CMP,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK,ForDate
1430,N,EQ,TTKPRESTIG,TTK PRESTIGE LTD,      6159.05,      6190.00,      6330.00,      6105.00,      6190.40,                 65876439.15,10594,N, ,3333,      6575.00,      3901.10,2021-01-08
1431,N,EQ,TTL,T T LIMITED,        53.05,        53.20,        54.10,        51.20,        51.65,                  1552744.15,29587,N, ,497,        62.60,        24.00,2021-01-08
1432,N,EQ,TV18BRDCST,TV18 BROADCAST LIMITED,        30.45,        30.60,        32.10,        30.50,        31.45,                443145351.00,14083889,N, ,18010,        41.70,        11.90,2021-01-08
1433,N,EQ,TVSMOTOR,TVS MOTOR COMPANY  LTD,       499.30,       506.40,       517.00,       500.20,       513.35,               1881387674.65,3684918,N, ,44201,       519.50,       240.10,2021-01-08
1434,N,EQ,TVSSRICHAK,TVS SRICHAKRA LIMITED,      1824.55,      1849.00,      1887.35,      1825.85,      1863.10,                 14106183.00,7583,N, ,1649,      2128.95,       758.00,2021-01-08
1435,N,EQ,TVTODAY,TV TODAY NETWORK LTD,       225.15,       227.80,       246.95,       225.10,       239.00,                117538679.10,487427,N, ,9895,       269.90,       127.55,2021-01-08
1436,N,EQ,TWL,TITAGARH WAGONS LTD.,        60.45,        60.95,        61.90,        58.60,        58.95,                 47481327.10,790927,N, ,5320,        62.20,        20.45,2021-01-08
1437,N,EQ,UCALFUEL,UCAL FUEL SYSTEMS LTD,       131.30,       133.75,       136.50,       130.35,       131.25,                  8258002.65,62069,N, ,1528,       154.40,        61.35,2021-01-08
1439,N,EQ,UCOBANK,UCO BANK,        13.00,        13.15,        13.40,        12.85,        12.95,                 56267143.65,4291847,N, ,4405,        17.40,         8.40,2021-01-08
1440,N,EQ,UFLEX,UFLEX LIMITED,       372.00,       375.45,       378.90,       370.00,       371.20,                 44658093.75,119175,N, ,3272,       403.00,       118.25,2021-01-08
1441,N,EQ,UFO,UFO MOVIEZ INDIA LTD.,        91.55,        92.75,        93.30,        89.00,        91.25,                 47747524.65,519300,N, ,4809,       143.00,        58.10,2021-01-08
1442,N,EQ,UGARSUGAR,THE UGAR SUGAR WORKS LTD,        17.95,        18.15,        18.70,        18.15,        18.25,                  9934514.25,537743,N, ,1314,        19.80,         8.25,2021-01-08
1443,N,EQ,UJAAS,UJAAS ENERGY LIMITED,         3.70,         3.85,         3.85,         3.85,         3.85,                  7094814.65,1842809,N, ,543,         9.95,         2.15,2021-01-08
1444,N,EQ,UJJIVAN,UJJIVAN FIN. SERVC. LTD.,       296.10,       298.55,       310.95,       293.35,       302.15,                716822140.55,2349500,N, ,36843,       415.55,       124.65,2021-01-08
1445,N,EQ,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,        43.00,        44.00,        44.10,        42.10,        42.60,                264511649.15,6112838,N, ,18485,        58.20,        23.10,2021-01-08
1446,N,EQ,UMANGDAIRY,UMANG DAIRIES LIMITED,        61.70,        62.50,        70.00,        60.70,        66.65,                 36585006.75,545969,N, ,4658,        70.00,        27.55,2021-01-08
1447,N,EQ,UNICHEMLAB,UNICHEM LABORATORIES LTD,       267.30,       268.00,       289.90,       267.00,       280.60,                188484223.55,666550,N, ,20263,       304.70,        80.00,2021-01-08
1448,N,EQ,UNIDT,UNITED DRILLING TOOLS LTD,       303.60,       303.00,       329.80,       303.00,       326.05,                 23413610.75,72711,N, ,1277,       329.80,       234.25,2021-01-08
1449,N,EQ,UNIENTER,UNIPHOS ENTERPRISES LTD,        68.45,        68.45,        73.55,        68.15,        71.80,                  3754870.00,52344,N, ,1642,        74.00,        30.15,2021-01-08
1450,N,EQ,UNIONBANK,UNION BANK OF INDIA,        31.90,        32.15,        32.30,        31.55,        31.80,                171929893.00,5371701,N, ,9160,        54.30,        22.65,2021-01-08
1451,N,EQ,UNITEDTEA,UNITED NILGIRI TEA LTD,       319.25,       317.25,       326.45,       317.25,       323.00,                   898720.50,2770,N, ,122,       390.00,       165.00,2021-01-08
1452,N,EQ,UNIVASTU,UNIVASTU INDIA LIMITED,        34.10,        34.85,        35.80,        34.15,        35.25,                   122784.05,3491,N, ,65,        47.75,        26.05,2021-01-08
1453,N,EQ,UNIVCABLES,UNIVERSAL CABLES LTD,       159.05,       160.65,       162.00,       153.10,       155.25,                  8886939.40,56197,N, ,1303,       192.00,        67.00,2021-01-08
1454,N,EQ,UNIVPHOTO,UNIVERSUS IMAGINGS LTD,       164.85,       167.45,       170.90,       162.75,       163.60,                   666051.30,3992,N, ,282,       265.85,        38.00,2021-01-08
1456,N,EQ,USHAMART,USHA MARTIN LTD.,        35.05,        35.40,        36.05,        34.90,        35.30,                 35472521.05,1001503,N, ,3517,        38.80,        10.35,2021-01-08
1457,N,EQ,UTIAMC,UTI ASSET MNGMT CO LTD,       550.05,       553.90,       553.95,       547.65,       550.65,                122536395.60,222725,N, ,13641,       579.80,       471.10,2021-01-08
1458,N,EQ,UTTAMSTL,UTTAM GALVA STEELS LTD,         9.90,        10.35,        10.35,        10.35,        10.35,                   775256.40,74904,N, ,105,        10.35,         3.65,2021-01-08
1459,N,EQ,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,       109.20,       111.75,       114.00,       101.30,       104.30,                 39814212.05,364825,N, ,4766,       129.90,        39.35,2021-01-08
1460,N,EQ,VADILALIND,VADILAL INDUSTRIES LTD,       816.45,       810.05,       835.00,       805.50,       815.85,                 13997647.05,16985,N, ,1060,       898.00,       380.00,2021-01-08
1461,N,EQ,VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,      2691.15,      2740.00,      2768.80,      2650.00,      2678.65,                 59722983.65,22213,N, ,6133,      2900.20,       551.35,2021-01-08
1462,N,EQ,VAISHALI,VAISHALI PHARMA LIMITED,        61.35,        58.30,        61.25,        58.30,        58.30,                 11528542.35,196251,N, ,1901,        77.05,        28.35,2021-01-08
1463,N,EQ,VAKRANGEE,VAKRANGEE LIMITED,        63.45,        64.80,        66.60,        64.10,        66.05,                389540467.00,5945240,N, ,12921,        69.85,        17.15,2021-01-08
1464,N,EQ,VALIANTORG,VALIANT ORGANICS LIMITED,      1526.00,      1550.00,      1554.95,      1518.05,      1538.25,                 38835203.35,25339,N, ,1852,      3877.00,      1518.05,2021-01-08
1465,N,EQ,VARDHACRLC,VARDHAMAN ACRYLICS LTD,        40.15,        40.90,        42.00,        39.95,        40.60,                  7237634.45,176067,N, ,886,        42.75,        25.00,2021-01-08
1466,N,EQ,VARDMNPOLY,VARDHMAN POLYTEX LTD.,        16.65,        17.00,        17.00,        16.00,        16.05,                  1644018.70,99512,N, ,427,        17.20,         7.05,2021-01-08
1467,N,EQ,VARROC,VARROC ENGINEERING LTD.,       394.75,       395.10,       414.95,       395.10,       409.70,                149362712.75,365280,N, ,11811,       524.00,       120.00,2021-01-08
1469,N,EQ,VASWANI,VASWANI IND LTD,         6.95,         7.25,         7.25,         7.25,         7.25,                    18299.00,2524,N, ,13,         7.25,         2.30,2021-01-08
1470,N,EQ,VBL,VARUN BEVERAGES LIMITED,       985.50,       985.60,      1015.10,       972.85,       990.10,                252211136.00,253110,N, ,17771,      1015.10,       482.20,2021-01-08
1471,N,EQ,VEDL,VEDANTA LIMITED,       185.50,       188.00,       189.75,       176.65,       182.05,               4726191055.05,25476849,N, ,94727,       189.75,        60.20,2021-01-08
1472,N,EQ,VENKEYS,VENKY'S (INDIA) LIMITED,      1613.50,      1605.00,      1628.10,      1564.00,      1579.80,                627937539.05,392883,N, ,24220,      1854.00,       580.10,2021-01-08
1473,N,EQ,VENUSREM,VENUS REMEDIES LIMITED,       171.40,       174.30,       179.95,       168.00,       170.00,                  8289787.50,47574,N, ,843,       190.70,        20.45,2021-01-08
1474,N,EQ,VERTOZ,VERTOZ ADVERTISING LTD,       215.15,       218.75,       232.00,       213.50,       225.35,                 89724743.65,397247,N, ,4125,       232.00,        67.15,2021-01-08
1475,N,EQ,VESUVIUS,VESUVIUS INDIA LTD,      1165.90,      1171.00,      1185.25,      1136.95,      1175.50,                 57933419.05,49345,N, ,2885,      1228.10,       750.00,2021-01-08
1476,N,EQ,VETO,VETO SWITCHGEAR CABLE LTD,        85.70,        84.55,        94.25,        84.55,        94.25,                 10623154.50,115552,N, ,920,        94.25,        26.30,2021-01-08
1477,N,EQ,VGUARD,V-GUARD IND LTD.,       216.15,       216.70,       220.40,       211.05,       214.55,                200081569.35,926773,N, ,19738,       233.95,       149.00,2021-01-08
1478,N,EQ,VHL,VARDHMAN HOLDINGS LIMITED,      1475.05,      1462.00,      1493.00,      1462.00,      1469.00,                   882618.70,599,N, ,91,      1546.50,       741.40,2021-01-08
1479,N,EQ,VIDHIING,VIDHI SPCLTY F INGRDNTS L,       125.85,       127.00,       127.00,       125.00,       125.45,                  7696155.90,61009,N, ,840,       153.00,        38.00,2021-01-08
1480,N,EQ,VIKASECO,VIKAS ECOTECH LIMITED,         4.05,         4.10,         4.25,         3.85,         3.85,                 98496551.40,25052873,N, ,4637,        10.90,          .95,2021-01-08
1481,N,EQ,VIKASMCORP,VIKAS MULTICORP LIMITED,         5.70,         5.95,         5.95,         5.85,         5.95,                180763706.40,30407612,N, ,20823,        21.40,          .90,2021-01-08
1482,N,EQ,VIKASPROP,VIKAS PROP & GRANITE LTD,         3.50,         3.65,         3.65,         3.55,         3.65,                 19479956.15,5350249,N, ,4026,        11.30,         2.00,2021-01-08
1483,N,EQ,VIKASWSP,VIKAS WSP LIMITED,         5.00,         4.95,         5.05,         4.85,         4.95,                  2119446.85,426351,N, ,532,         7.30,         3.65,2021-01-08
1484,N,EQ,VIMTALABS,VIMTA LABS LIMITED,       174.65,       177.90,       178.60,       169.15,       173.30,                 10332781.55,59325,N, ,1255,       194.00,        51.50,2021-01-08
1485,N,EQ,VINATIORGA,VINATI ORGANICS LTD,      1302.30,      1310.00,      1350.00,      1299.05,      1317.00,                299190335.65,225745,N, ,15942,      2340.00,       651.30,2021-01-08
1486,N,EQ,VINDHYATEL,VINDHYA TELELINKS LTD,       862.85,       877.70,       878.45,       851.30,       855.95,                  8633606.00,9984,N, ,1165,      1010.00,       395.75,2021-01-08
1487,N,EQ,VINYLINDIA,VINYL CHEMICALS (I) LTD.,       123.45,       124.50,       125.65,       123.00,       123.30,                  9039650.75,72798,N, ,1356,       137.00,        36.80,2021-01-08
1488,N,EQ,VIPCLOTHNG,VIP CLOTHING LIMITED,        16.65,        17.30,        17.45,        17.00,        17.45,                  2974924.85,170910,N, ,476,        17.45,         3.40,2021-01-08
1489,N,EQ,VIPIND,VIP INDUSTRIES LTD,       376.65,       378.55,       381.50,       375.00,       377.50,                 54267554.25,143592,N, ,7178,       519.50,       187.65,2021-01-08
1490,N,EQ,VIPULLTD,VIPUL LIMITED,        21.45,        22.65,        22.65,        21.30,        21.85,                   716207.60,32354,N, ,198,        34.70,        11.40,2021-01-08
1491,N,EQ,VISAKAIND,VISAKA INDUSTRIES LIMITED,       394.25,       396.10,       402.00,       393.50,       393.95,                 13862389.70,34987,N, ,1815,       419.80,        94.00,2021-01-08
1492,N,EQ,VISASTEEL,VISA STEEL LIMITED,         7.85,         8.20,         8.20,         8.00,         8.20,                   325850.75,39755,N, ,111,         8.20,         2.45,2021-01-08
1493,N,EQ,VISHAL,VISHAL FABRICS LIMITED,        53.60,        52.55,        52.55,        52.55,        52.55,                   614151.85,11687,N, ,160,       372.20,        52.55,2021-01-08
1494,N,EQ,VISHNU,VISHNU CHEMICALS LIMITED,       194.95,       197.95,       199.60,       194.15,       197.85,                  2117838.40,10699,N, ,450,       230.10,        60.80,2021-01-08
1495,N,EQ,VISHWARAJ,VISHWARAJ SUGAR IND LTD,       121.95,       120.25,       124.90,       120.25,       122.55,                  2043998.65,16620,N, ,135,       132.00,        51.30,2021-01-08
1496,N,EQ,VIVIMEDLAB,VIVIMED LABS LIMITED,        18.00,        18.10,        18.50,        17.80,        17.90,                  4493579.75,248235,N, ,796,        23.35,         6.20,2021-01-08
1497,N,EQ,VLSFINANCE,VLS FINANCE LTD,        85.00,        85.10,        86.50,        81.70,        82.70,                  7950653.70,94196,N, ,1554,        92.60,        25.20,2021-01-08
1498,N,EQ,VMART,VMART RETAIL LTD,      2422.55,      2431.05,      2466.60,      2409.50,      2458.10,                 33037379.40,13483,N, ,2734,      2589.90,      1200.00,2021-01-08
1499,N,EQ,VOLTAMP,VOLTAMP TRANSFORMERS LTD,      1254.00,      1258.90,      1289.90,      1251.00,      1265.40,                 11528726.55,9074,N, ,1429,      1483.00,       739.40,2021-01-08
1500,N,EQ,VOLTAS,VOLTAS LTD,       881.50,       882.00,       909.40,       881.50,       902.20,               1732137152.20,1928335,N, ,28372,       909.40,       427.45,2021-01-08
1501,N,EQ,VRLLOG,VRL LOGISTICS LIMITED,       206.00,       206.00,       207.80,       202.95,       204.85,                 47550188.55,231464,N, ,7735,       295.00,       130.00,2021-01-08
1502,N,EQ,VSSL,VARDHMAN SPC STEEL LTD,       128.85,       125.05,       135.00,       125.05,       131.80,                  3267726.20,24953,N, ,413,       135.00,        35.30,2021-01-08
1503,N,EQ,VSTIND,VST INDUSTRIES LTD,      3641.25,      3675.00,      3699.00,      3618.25,      3661.45,                202428896.50,55476,N, ,4499,      4848.00,      2536.05,2021-01-08
1504,N,EQ,VSTTILLERS,VST TILLERS TRACTORS LTD,      1972.30,      1980.00,      1981.00,      1952.25,      1967.95,                 21956872.70,11170,N, ,2100,      2039.90,       588.40,2021-01-08
1505,N,EQ,VTL,VARDHMAN TEXTILES LIMITED,      1064.05,      1070.00,      1085.40,      1058.05,      1073.75,                 83648487.35,77812,N, ,13090,      1165.00,       601.05,2021-01-08
1506,N,EQ,WABAG,VA TECH WABAG LTD,       206.30,       207.80,       213.75,       207.00,       209.95,                132060115.45,628222,N, ,9290,       237.75,        73.00,2021-01-08
1507,N,EQ,WABCOINDIA,WABCO INDIA LIMITED,      5597.40,      5599.40,      5660.00,      5580.00,      5601.55,                 13535584.45,2408,N, ,798,      7670.00,      4750.05,2021-01-08
1508,N,EQ,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,        69.00,        68.50,        71.00,        68.50,        69.05,                 17784155.40,254932,N, ,2477,        76.45,        22.50,2021-01-08
1509,N,EQ,WATERBASE,WATERBASE LIMITED,       127.65,       128.70,       129.50,       126.75,       127.15,                 22517158.45,175592,N, ,3316,       145.90,        90.25,2021-01-08
1510,N,EQ,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,        47.15,        48.05,        49.25,        47.55,        48.40,                 14626677.65,302129,N, ,1488,        50.95,        11.50,2021-01-08
1511,N,EQ,WEIZMANIND,WEIZMANN LTD,        44.40,        46.40,        46.40,        44.25,        44.80,                   315843.35,7010,N, ,108,        68.85,        14.00,2021-01-08
1512,N,EQ,WELCORP,WELSPUN CORP LIMITED,       142.05,       143.45,       145.50,       140.00,       142.90,                254815620.35,1773732,N, ,18485,       233.95,        55.00,2021-01-08
1513,N,EQ,WELENT,WELSPUN ENTERPRISES LTD.,        85.85,        86.65,        87.75,        86.00,        86.40,                  7653970.90,88278,N, ,1159,       100.20,        33.15,2021-01-08
1514,N,EQ,WELINV,WELSPUN INV & COMM LTD,       370.80,       370.00,       376.00,       362.15,       372.40,                  2328595.70,6326,N, ,187,       512.65,       133.00,2021-01-08
1515,N,EQ,WELSPUNIND,WELSPUN INDIA LTD,        73.90,        74.50,        75.00,        72.10,        73.05,                 56583287.05,765695,N, ,4933,        78.00,        18.45,2021-01-08
